StartDate,EndDate,ResponseID,age,city,race,race_other,gender,gender_other,enroll,drive,alcohol,cann5,cann9,sim,rx,text,speed,drowsy,seatbelt,rider_alcohol,rider_cann5,rider_cann9,rider_sim,rider_rx,rider_text,rider_speed,rider_drowsy,rider_seatbelt,DD,rideshare,walk,stayover,publictransit,bikes,other_altopt,dangeralc,dangercann5,dangercann9,dangersim,dangerrx,dangertext,dangerspeed,dangerdrowsy,dangerseatbelt,legalalc,legalcann5,legalcann9,legalsim,legalrx,legaltext,legalspeed,legaldrowsy,legalseatbelt,normsalc,normscann5,normscann9,normssim,normsrx,normstext,normsspeed,normsdrowsy,normsbelt,drivertrain,drivertrain_other,driveincome,negativedrive,negativedrive_text,ridingactivity,ridingact_text,skate,skatehelmet,electricskate,skatedestination,funskate,cityskate,skatepark,sundownskate,friendskate,skatealc,skatecann5,skatecann9,skatesim,skatetext,bike,bikehelmet,electricbike,bikedestination,funbike,citybike,bikepark,sundownbike,friendbike,bikealc,bikecann5,bikecann9,bikesim,biketext,scoot,scoothelmet,escoot,scootdestination,scootfun,cityscoot,scootpark,sundownscoot,friendscoot,alcscoot,cann5scoot,cann9scoot,simscoot,textscoot,negativeriding,negativeriding_text,cannabis1,cannabis2,cannabis3,cannabis4,cann_text,drowsy1,drowsy2,drowsy3,drowsy4,drowsy_text,aid,white,black,latine,asian,multirace,northafrican,me,pnarace,notlisted,genderbin,enrollbin,drivebin,alcoholbin,cann5bin,cann9bin,simbin,rxbin,textbin,speedbin,drowsybin,seatbeltbin,dangeralc_num,dangercann5_num,dangercann9_num,dangersim_num,dangerrx_num,dangertext_num,dangerspeed_num,dangerdrowsy_num,dangerseatbelt_num,riskalc_num,riskcann5_num,riskcann9_num,risksim_num,riskrx_num,risktext_num,riskspeed_num,riskdrowsy_num,riskseatbelt_num,normsalc_bin,normscann5_bin,normscann9_bin,normssim_bin,normsrx_bin,normstext_bin,normsspeed_bin,normsdrowsy_bin,normsbelt_bin
9/20/2025 7:47,9/20/2025 8:01,R_1CkbXEppfZGWchD,19,Cincinnati,Black and/or African American,,Female,,No,No,,,,,,,,,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Never,Never,Never,Never,Never,Never,Never,Never,Never,I didn't complete a driver training course prior to receiving my driver's license,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,3,,1,2,4,3,,68cf58d4-05f9-852b-7571-e633950c6ac9,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0
9/20/2025 8:08,9/20/2025 8:13,R_2493smvqlPatKOL,23,Cincinnati,White and/or European American,,Female,,Yes,No,,,,,,,,,,Never,Never,Never,Never,Never,Never,Twice,Never,Twice,Never,Never,Never,Never,Never,Never,Never,Very dangerous,Unsure,Unsure,Somewhat dangerous,Very dangerous,Very dangerous,Somewhat dangerous,Very dangerous,Very dangerous,Very likely,Unsure,Unsure,Somewhat likely,Unsure,Somewhat likely,Very likely,Very likely,Very likely,More than twice,Twice,Never,Never,Never,More than twice,Once,Never,More than twice,I didn't complete a driver training course prior to receiving my driver's license,,,,,Bicycling (street and BMX),,,,,,,,,,,,,,,,3,None,None,None,All,None,None,None,None,Never,Never,Never,Never,Never,,,,,,,,,,,,,,,No,,1,2,3,4,,3,1,4,2,,68cf5dec-88c7-c2ef-e866-9029596adc4c,1,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,5,3,3,4,5,5,4,5,5,5,3,3,4,3,4,5,5,5,1,1,0,0,0,1,1,0,1
9/20/2025 8:15,9/20/2025 8:20,R_2SIYxWUZayHePZp,20,Dayton,White and/or European American,,Male,,No,No,,,,,,,,,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than twice,Never,Never,Very dangerous,Somewhat dangerous,Unsure,Very dangerous,Unsure,Very dangerous,Somewhat dangerous,Somewhat dangerous,Very dangerous,Very likely,Somewhat likely,Unsure,Very likely,Unsure,Somewhat likely,Very likely,Somewhat unlikely,Very likely,Once,Twice,More than twice,Never,Once,More than twice,More than twice,More than twice,Once,Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,1,,3,2,4,1,,68cf5f9b-de95-7a8d-14d3-c8672fc6e52f,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,4,3,5,3,5,4,4,5,5,4,3,5,3,4,5,2,5,1,1,1,0,1,1,1,1,1
9/20/2025 8:21,9/20/2025 8:24,R_3hb9FWDeydVFCj7,21,Columbus,Prefer not to answer,,Female,,No,No,,,,,,,,,,Never,Never,Never,Never,Never,Never,More than twice,More than twice,More than twice,Never,Once,Once,Never,Never,Never,Prefer not to answer,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Somewhat dangerous,Somewhat dangerous,Unsure,Very dangerous,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Very likely,Very likely,Unsure,Somewhat likely,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,You could be seriously harmed ,2,1,4,3,You could possibly get hurt ,68cf60dc-3872-94cb-8ef7-c5ff48dc3e5c,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,5,5,5,5,5,4,4,3,5,4,4,4,4,4,5,5,3,4,1,1,1,1,1,1,1,1,1
9/20/2025 9:02,9/20/2025 9:08,R_3M6AiQ38qU59LgZ,20,Other,White and/or European American,,Female,,No,No,,,,,,,,,,Never,More than twice,Once,Never,Never,Twice,Never,Never,Never,Prefer not to answer,Prefer not to answer,Prefer not to answer,More than twice,Prefer not to answer,Prefer not to answer,Prefer not to answer,Very dangerous,Very safe,Very safe,Very dangerous,Very dangerous,Somewhat dangerous,Somewhat dangerous,Very dangerous,Somewhat dangerous,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,More than twice,More than twice,Once,Twice,Twice,Twice,I didn't complete a driver training course prior to receiving my driver's license,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,,1,2,3,4,,68cf6a6a-4122-a39d-5c47-db747eb77996,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,5,1,1,5,5,4,4,5,4,,,,,,,,,,,,,1,1,1,1,1,1
9/20/2025 9:18,9/20/2025 9:24,R_2akv4gI4fYP2eH4,18,Other,Latine and/or Hispanic,,Female,,No,No,,,,,,,,,,Never,Never,Never,Never,Never,Never,Never,More than twice,Never,Never,Never,Never,Never,Never,Never,Never,Very dangerous,Unsure,Somewhat dangerous,Very dangerous,Somewhat dangerous,Very dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,I didn't complete a driver training course prior to receiving my driver's license,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,1,Would your mom be proud you're dead?,1,2,4,3,Don't drive sleepy or la llorona comes for you,68cf6e39-77fd-469e-5dfd-7c6c105a5312,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,5,3,4,5,4,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9/20/2025 9:11,9/20/2025 9:30,R_RrDM28QM7WS2tq1,24,Columbus,White and/or European American,,Female,,No,No,,,,,,,,,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than twice,Once,Never,Never,Never,Very dangerous,Unsure,Unsure,Very dangerous,Very dangerous,Somewhat dangerous,Unsure,Somewhat dangerous,Very dangerous,Very likely,Very likely,Very likely,Very likely,Somewhat likely,Unsure,Unsure,Unsure,Unsure,Once,Once,Once,Once,Once,Once,Once,Once,Once,I didn't complete a driver training course prior to receiving my driver's license,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,,1,2,3,4,,68cf6ca8-f6c0-6018-e0b5-b35c492e7319,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,5,3,3,5,5,4,3,4,5,5,5,5,5,4,3,3,3,3,1,1,1,1,1,1,1,1,1
9/20/2025 9:39,9/20/2025 9:44,R_3DuMjUzTkrmvb0g,20,Other,White and/or European American,,Female,,Yes,No,,,,,,,,,,Never,Never,Never,Never,Never,Twice,Twice,Once,Never,Never,Never,Never,Once,Never,Never,Never,Somewhat dangerous,Very dangerous,Somewhat dangerous,Very dangerous,Somewhat dangerous,Somewhat dangerous,Very dangerous,Unsure,Very dangerous,Prefer not to answer,Very likely,Very likely,Very likely,Very likely,Somewhat likely,Somewhat likely,Very likely,Somewhat likely,More than twice,Once,Once,Twice,Once,Once,More than twice,Twice,Twice,Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,,2,1,4,3,,68cf732a-2a6b-5a25-d8a9-de36bda37efa,1,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,4,5,4,5,4,4,5,3,5,,5,5,5,5,4,4,5,4,1,1,1,1,1,1,1,1,1
9/20/2025 9:36,9/20/2025 10:14,R_3qso9G98GM2Wxj7,23,Columbus,White and/or European American,,Male,,Yes,Yes,Never,Never,Never,Never,Never,Never,More than twice,More than twice,Once,Never,Never,Never,Never,Never,Never,More than twice,More than twice,More than twice,Once,Once,Once,Never,Never,Never,Never,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Somewhat safe,Somewhat safe,Unsure,Very likely,Somewhat likely,Unsure,Somewhat likely,Somewhat likely,Unsure,Unsure,Somewhat unlikely,Somewhat likely,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,In person,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,1,Showing more study results. ,4,1,2,3,none,68cf6881-121e-2a6d-b5b9-023a6a2b7841,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,2,2,3,5,4,3,4,4,3,3,2,4,1,1,1,1,1,1,1,1,1
9/20/2025 10:38,9/20/2025 10:42,R_2pKMTY1NhMQvkXG,24,Cincinnati,White and/or European American,,Female,,No,No,,,,,,,,,,Never,More than twice,Never,Once,Never,More than twice,Never,Never,Never,More than twice,Twice,Twice,More than twice,Never,Never,Never,Very dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very likely,Very likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Twice,Twice,Twice,Twice,More than twice,Twice,Once,Once,Never,Other,Don’t have a license ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,,1,3,2,4,,68cf8105-c47f-41c3-3a78-a1fac0689b2b,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,5,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0
9/20/2025 10:38,9/20/2025 10:45,R_2bJ1Cx6IvbIQjfJ,23,Cleveland,"Black and/or African American,Another answer not listed",Cherokee,Female,,No,No,,,,,,,,,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once,Once,Never,Never,Never,Never,Never,Very dangerous,Unsure,Unsure,Very dangerous,Unsure,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Once,Once,Once,Once,Once,Once,Once,Once,Once,Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,,2,1,3,4,,68cf8087-f881-8252-55f5-ff7dcbd96032,0,1,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,5,3,3,5,3,5,5,5,5,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1
9/20/2025 10:47,9/20/2025 10:53,R_9TcTTwe4QjVgNxv,20,Cleveland,Black and/or African American,,Female,,Prefer not to answer,No,,,,,,,,,,Never,More than twice,Once,Never,More than twice,More than twice,Never,More than twice,Once,Never,Never,More than twice,More than twice,More than twice,More than twice,Never,Very dangerous,Very safe,Somewhat safe,Very dangerous,Somewhat dangerous,Very safe,Very dangerous,Somewhat dangerous,Very dangerous,Very unlikely,Somewhat unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Somewhat likely,Very unlikely,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,Twice,More than twice,More than twice,I didn't complete a driver training course prior to receiving my driver's license,,,,,"Bicycling (street and BMX),Scootering",,,,,,,,,,,,,,,,4,None,None,All,All,All,None,Half,None,Never,Once,Never,Never,Never,10,None,All,All,All,Half,None,Half,None,Never,Never,Never,Never,Once,No,,1,2,3,4,,1,2,3,4,,68cf8305-4e0f-1790-92e2-de9cfaf2f371,0,1,0,0,0,0,0,0,0,1,,0,,,,,,,,,,5,1,2,5,4,1,5,4,5,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1
9/20/2025 11:39,9/20/2025 11:45,R_1rwWVWJWy3NI0Ii,22,Toledo,Black and/or African American,,Male,,Yes,Yes,Never,More than twice,More than twice,Never,Never,Never,Never,More than twice,Never,Never,More than twice,More than twice,Never,Never,More than twice,Never,More than twice,Never,Twice,Twice,Once,More than twice,Never,Never,Never,Very dangerous,Very safe,Somewhat safe,Very dangerous,Very dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat safe,Very dangerous,Somewhat likely,Very unlikely,Very unlikely,Somewhat likely,Very likely,Very unlikely,Very unlikely,Very unlikely,Somewhat likely,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,In person,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,4,I don't believe it's that much of a problem most people drive high and they drive completely fine,1,2,4,3,None,68cf8f31-cb0f-a291-7f32-78e6daab7425,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,5,1,2,5,5,4,4,2,5,4,1,1,4,5,1,1,1,4,1,1,1,1,1,1,1,1,1
9/21/2025 12:11,9/21/2025 12:16,R_3RxtGeB32C3okiC,20,Other,White and/or European American,,Female,,No,Yes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,In person,,"Yes, for delivery (e.g., Amazon Flex, DoorDash, Instacart)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,1,,2,3,4,1,,68cf96cc-9d51-32a0-866e-dcd272388d18,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1
9/21/2025 12:37,9/21/2025 12:44,R_2TMIJZhfEBDHss8,21,Dayton,White and/or European American,,Male,,No,Yes,Never,Never,Never,Never,Never,Once,More than twice,Twice,Never,Never,Never,Never,Never,Never,Once,More than twice,Never,Never,Twice,More than twice,Once,Twice,Never,Never,Never,Somewhat dangerous,Very dangerous,Unsure,Very dangerous,Very dangerous,Somewhat dangerous,Unsure,Somewhat dangerous,Very dangerous,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Somewhat likely,Somewhat likely,Very unlikely,Very likely,More than twice,Twice,Once,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,Online,,"Yes, for delivery (e.g., Amazon Flex, DoorDash, Instacart)",No,,"Skateboarding/Longboarding,Bicycling (street and BMX)",,12,None,None,None,All,None,None,Half,None,Never,Never,Never,Never,More than twice,10,None,None,A Few,Half,All,None,Half,None,Never,Never,Never,Never,More than twice,,,,,,,,,,,,,,,No,,2,1,4,3,,2,1,4,3,,68cf9cef-4200-d611-781a-85c7a72e552b,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,4,5,3,5,5,4,3,4,5,1,1,1,1,1,4,4,1,5,1,1,1,1,1,1,1,1,1
9/21/2025 12:41,9/21/2025 12:45,R_3iDsE8sShsxRm16,22,Other,White and/or European American,,Female,,Yes,Yes,Once,Never,Never,Never,Never,Once,Once,More than twice,Never,Once,Never,Never,Never,Never,Once,Twice,Once,Never,Never,Never,Never,Never,Never,Never,Never,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Very dangerous,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,In person,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,2,,3,4,1,2,,68cf9dcc-bb41-689e-0d4d-8638fc4cc9e5,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1
9/21/2025 12:39,9/21/2025 12:49,R_UKMm3NozZuktLPz,19,Other,White and/or European American,,Female,,No,No,,,,,,,,,,Never,More than twice,More than twice,Never,Once,Twice,Twice,Never,More than twice,More than twice,Never,More than twice,Once,Never,Never,Never,Somewhat safe,Very safe,Very safe,Unsure,Somewhat safe,Somewhat dangerous,Somewhat safe,Unsure,Somewhat safe,Very unlikely,Very unlikely,Very unlikely,Somewhat likely,Somewhat unlikely,Very unlikely,Somewhat likely,Very unlikely,Somewhat likely,More than twice,More than twice,More than twice,More than twice,Twice,More than twice,More than twice,More than twice,More than twice,In person,,,,,Bicycling (street and BMX),,,,,,,,,,,,,,,,9,None,None,A Few,All,None,None,A Few,None,More than twice,More than twice,More than twice,More than twice,More than twice,,,,,,,,,,,,,,,No,,1,2,3,4,It will make you more aloof and not focus ,1,3,4,2,Depends on the person ,68cf9d63-92de-d736-9e73-d902f3e65dee,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,2,1,1,3,2,4,2,3,2,1,1,1,4,2,1,4,1,4,1,1,1,1,1,1,1,1,1
9/21/2025 1:18,9/21/2025 1:22,R_2atQ0tPy3sieftT,23,Columbus,White and/or European American,,Male,,Yes,Yes,Never,More than twice,Never,Never,More than twice,More than twice,More than twice,More than twice,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Very dangerous,Somewhat dangerous,Somewhat dangerous,Very safe,Somewhat dangerous,Very dangerous,Very likely,Very unlikely,Very unlikely,Very likely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,In person,,"Yes, for delivery (e.g., Amazon Flex, DoorDash, Instacart)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,4,,2,1,3,4,,68cfa68e-2c0f-0e5c-672a-e19412a7a87c,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,4,4,4,5,4,4,1,4,5,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9/21/2025 1:19,9/21/2025 1:27,R_3gZq8PhClozrtr5,19,Cincinnati,Black and/or African American,,Female,,No,No,,,,,,,,,,Never,Never,Once,Never,Never,More than twice,Never,More than twice,Never,Never,More than twice,More than twice,Never,More than twice,More than twice,Never,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Somewhat dangerous,Very dangerous,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Somewhat likely,Very likely,Twice,Once,Twice,Once,Never,More than twice,More than twice,More than twice,More than twice,I didn't complete a driver training course prior to receiving my driver's license,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,,1,2,3,4,,68cfa6a7-5e2d-6265-e6af-805d3352be59,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,1,1,1,1,0,1,1,1,1
9/21/2025 1:57,9/21/2025 2:01,R_reaG9nxt2Mx44iR,18,Akron,"Prefer not to answer,Another answer not listed",,Male,,Prefer not to answer,Yes,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Never,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Online,,Prefer not to answer,Prefer not to answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,Yur ,1,2,3,4,Hrbdnd,68cfaf7d-8c2b-9d8a-77a3-82c9e2cdd989,0,0,0,0,0,0,0,1,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
9/21/2025 2:02,9/21/2025 2:07,R_2VyEJQv0of8wwUZ,24,Toledo,Latine and/or Hispanic,,Female,,No,Yes,More than twice,Never,Never,Never,Never,Never,Once,Once,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Never,Never,Never,Never,Never,Never,Never,Never,Never,In person,,"Yes, for rideshare (e.g., Uber, Lyft)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,1,,2,4,3,1,,68cfb0b5-c31a-a037-d6f0-9f83cb03c6dd,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
9/21/2025 5:49,9/21/2025 5:54,R_3MbZ39FGsxvNorL,19,Cleveland,Latine and/or Hispanic,,Female,,No,Yes,Once,More than twice,Never,More than twice,Twice,Twice,More than twice,Once,Twice,Never,Once,Never,Never,Never,Once,Twice,Never,Once,Never,Once,Twice,More than twice,More than twice,Never,Once,Very dangerous,Somewhat dangerous,Unsure,Very dangerous,Very dangerous,Very dangerous,Unsure,Somewhat dangerous,Somewhat dangerous,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Somewhat unlikely,Very unlikely,Unsure,Somewhat unlikely,Once,Never,Twice,Never,Once,Twice,More than twice,Twice,Never,Online,,"Yes, for delivery (e.g., Amazon Flex, DoorDash, Instacart)",Yes,sndej jsjrj ekjrj skrje,Bicycling (street and BMX),,,,,,,,,,,,,,,,9,All,All,All,Half,Half,Half,A Few,A Few,Once,More than twice,Twice,Twice,Once,,,,,,,,,,,,,,,No,,1,2,4,3,djejejcjjejfjjcrjjfjf rjcjjr rjvje jentje rjjr,1,3,2,4,ejrj entjr ejdje wnntnr,68cfe5f8-259f-d96c-18a6-e612faf099b6,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,5,4,3,5,5,5,3,4,4,1,1,1,1,1,2,1,3,2,1,0,1,0,1,1,1,1,0
9/21/2025 6:11,9/21/2025 6:21,R_1dlYJrwejNTO6PR,18,Cincinnati,White and/or European American,,Male,,No,No,,,,,,,,,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very dangerous,Somewhat dangerous,Somewhat safe,Very dangerous,Unsure,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Never,Prefer not to answer,Never,Never,Never,Never,Never,Never,Never,Other,I don't have a driver's license ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2,Don't do drugs there not safe and don't drink it's your livers enemy ,1,4,3,2,You should sleep because it healthy for your brain and safer for your self and everyone else around you ,68cfeae2-0d7f-62f9-8853-8f3ccc30ab09,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,4,2,5,3,5,5,5,5,1,1,1,1,1,1,1,1,1,0,,0,0,0,0,0,0,0
9/21/2025 6:16,9/21/2025 6:44,R_2cnDCcaIVbjp8kg,19,Columbus,White and/or European American,,Female,,Yes,No,,,,,,,,,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Once,Once,Once,Once,Once,Once,Once,Once,Once,Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,,1,2,3,4,,68cfec83-5d9c-11b4-080a-86b4fa70c064,1,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1
